contig_id	target_id	Ecosystem classification
FCH3CGLCCXYL4FAA_NODE_372	3300007633_____Ga0102940_1008574 (taxid 1000501784)	Environmental;Terrestrial;Soil;Wetlands;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_373	3300013005_____Ga0164292_10000271 (taxid 1000382889)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_374	3300017951_____Ga0181577_10005971 (taxid 1000506326)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_375	3300007346_____Ga0070753_1000490 (taxid 1000665223)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_376	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_377	3300005662_____Ga0078894_10005264 (taxid 1001138344)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_379	level2_44971 (taxid 1000557690)	
FCH3CGLCCXYL4FAA_NODE_380	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_382	3300010370_____Ga0129336_10003427 (taxid 1000101403)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_383	3300010368_____Ga0129324_10004516 (taxid 1000297266)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_384	3300009593_____Ga0115011_10001043 (taxid 1000395038)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_385	3300005611_____Ga0074647_1000191 (taxid 1001074807)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_386	3300013004_____Ga0164293_10003663 (taxid 1000749248)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_387	3300013126_____Ga0172367_10006773 (taxid 1000753397)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_388	level1_14436 (taxid 1001103074)	
FCH3CGLCCXYL4FAA_NODE_391	3300002835_____B570J40625_100008898 (taxid 1000037413)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_392	3300006802_____Ga0070749_10006398 (taxid 1000559386)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_393	3300013132_____Ga0172372_10013817 (taxid 1001176267)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_394	3300009183_____Ga0114974_10000932 (taxid 1000301787)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_395	3300005584_____Ga0049082_10001721 (taxid 1000432419)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_396	3300008255_____Ga0100403_1000424 (taxid 1000809382)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_397	3300001419_____JGI11705J14877_10003049 (taxid 1000469813)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_398	3300007541_____Ga0099848_1005522 (taxid 1000715906)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_399	level2_27328 (taxid 1000746845)	
FCH3CGLCCXYL4FAA_NODE_400	3300011743_____Ga0120721_100123 (taxid 1001134802)	Engineered;Built environment;City;Subway;Engineered;
FCH3CGLCCXYL4FAA_NODE_401	3300002161_____JGI24766J26685_10000024 (taxid 1000037945)	Environmental;Aquatic;Freshwater;Lentic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_402	3300005525_____Ga0068877_10000600 (taxid 1001023429)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_403	3300007960_____Ga0099850_1004235 (taxid 1000385056)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_404	3300005613_____Ga0074649_1012229 (taxid 1000906682)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_405	3300009058_____Ga0102854_1000541 (taxid 1000473873)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_407	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_408	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_409	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_410	3300007609_____Ga0102945_1000108 (taxid 1000221125)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_411	3300013005_____Ga0164292_10016468 (taxid 1001025871)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_412	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_413	3300002180_____JGI24724J26744_10000078 (taxid 1000803341)	Environmental;Aquatic;Marine;Oil seeps;Marine;
FCH3CGLCCXYL4FAA_NODE_414	3300006037_____Ga0075465_10000834 (taxid 1000902914)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_415	3300013132_____Ga0172372_10004406 (taxid 1000657330)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_418	3300010354_____Ga0129333_10001154 (taxid 1000400444)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_419	3300005912_____Ga0075109_1004012 (taxid 1001153433)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_420	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_421	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_422	3300009508_____Ga0115567_10001709 (taxid 1000285033)	Environmental;Aquatic;Marine;Pelagic;Marine;
FCH3CGLCCXYL4FAA_NODE_423	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_424	3300007960_____Ga0099850_1000132 (taxid 1000304171)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_426	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_427	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_428	3300007538_____Ga0099851_1001944 (taxid 1000796780)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_430	3300007538_____Ga0099851_1004914 (taxid 1000819174)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_431	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_432	3300005613_____Ga0074649_1003230 (taxid 1000390517)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_433	3300007539_____Ga0099849_1000092 (taxid 1001192407)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_434	level1_15714 (taxid 1001156505)	
FCH3CGLCCXYL4FAA_NODE_435	3300006805_____Ga0075464_10000153 (taxid 1000164187)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_436	3300013004_____Ga0164293_10005471 (taxid 1000793743)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_437	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_438	3300009982_____Ga0105147_100081 (taxid 1000888331)	Host-associated;Plants;Unclassified;Unclassified;Host-associated(plants);
FCH3CGLCCXYL4FAA_NODE_439	level1_11219 (taxid 1001082327)	
FCH3CGLCCXYL4FAA_NODE_440	3300005805_____Ga0079957_1001574 (taxid 1000719354)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_441	level1_91640 (taxid 1000524560)	
FCH3CGLCCXYL4FAA_NODE_442	3300013126_____Ga0172367_10003161 (taxid 1000659680)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_443	3300012990_____Ga0159060_1000489 (taxid 1000812948)	Engineered;Wastewater;Industrial wastewater;Petrochemical;Engineered;
FCH3CGLCCXYL4FAA_NODE_446	3300009149_____Ga0114918_10011549 (taxid 1000315728)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_447	3300005525_____Ga0068877_10000600 (taxid 1001023429)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_448	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_449	level2_41577 (taxid 1000463629)	
FCH3CGLCCXYL4FAA_NODE_450	3300007541_____Ga0099848_1003645 (taxid 1000681143)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_451	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_453	3300014720_____Ga0172376_10022178 (taxid 1000299372)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_454	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_455	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_458	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_459	3300007609_____Ga0102945_1000635 (taxid 1000222972)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_461	3300007960_____Ga0099850_1000290 (taxid 1000305254)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_462	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_465	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_466	3300009159_____Ga0114978_10001215 (taxid 1000283980)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_467	3300003430_____JGI25921J50272_10000119 (taxid 1000121562)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_468	3300005512_____Ga0074648_1001461 (taxid 1000139953)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_469	3300009152_____Ga0114980_10000609 (taxid 1000828575)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_470	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_471	3300007600_____Ga0102920_1000242 (taxid 1001124693)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_472	3300006027_____Ga0075462_10002426 (taxid 1000423368)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_473	3300005805_____Ga0079957_1004050 (taxid 1000753376)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_474	3300003430_____JGI25921J50272_10001111 (taxid 1000117772)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_475	3300009149_____Ga0114918_10003309 (taxid 1001024955)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_476	3300005862_____Ga0080013_1000209 (taxid 1000367577)	
FCH3CGLCCXYL4FAA_NODE_477	3300012271_____Ga0136555_1000084 (taxid 1000988552)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_478	3300010368_____Ga0129324_10008740 (taxid 1000368883)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_479	3300003393_____JGI25909J50240_1000597 (taxid 1000564463)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_481	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_483	level2_42225 (taxid 1000519432)	
FCH3CGLCCXYL4FAA_NODE_484	3300000401_____BB_Man_B_Liq_inBBDRAFT_1000556 (taxid 1000777587)	Environmental;Aquatic;Non-marine Saline and Alkaline;Unclassified;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_485	3300009180_____Ga0114979_10000342 (taxid 1000734599)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_486	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_487	3300000756_____JGI12421J11937_10001722 (taxid 1000594729)	Environmental;Aquatic;Freshwater;Lentic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_488	3300003394_____JGI25907J50239_1001230 (taxid 1000272992)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_489	3300013126_____Ga0172367_10006773 (taxid 1000753397)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_490	3300002835_____B570J40625_100004545 (taxid 1001160980)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_492	3300006867_____Ga0075476_10001439 (taxid 1000058708)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_493	3300005862_____Ga0080013_1001981 (taxid 1000343086)	
FCH3CGLCCXYL4FAA_NODE_494	3300005527_____Ga0068876_10001498 (taxid 1000818499)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_495	3300006641_____Ga0075471_10000396 (taxid 1000830807)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_496	level1_58404 (taxid 1000881666)	
FCH3CGLCCXYL4FAA_NODE_497	3300005581_____Ga0049081_10000489 (taxid 1001092365)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_498	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_499	3300010354_____Ga0129333_10000615 (taxid 1000417039)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_500	3300010354_____Ga0129333_10000049 (taxid 1000419808)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_501	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_502	3300005613_____Ga0074649_1000001 (taxid 1000335111)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_504	3300010288_____Ga0116210_1003287 (taxid 1000840278)	Environmental;Aquatic;Thermal springs;Hot (42-90C);Thermal_springs;
FCH3CGLCCXYL4FAA_NODE_506	3300005805_____Ga0079957_1001886 (taxid 1000711944)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_507	3300002835_____B570J40625_100008844 (taxid 1000037363)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_508	3300005528_____Ga0068872_10001778 (taxid 1000667295)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_509	3300005662_____Ga0078894_10001469 (taxid 1001059279)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_510	3300007541_____Ga0099848_1004349 (taxid 1000660191)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_511	3300006870_____Ga0075479_10002309 (taxid 1000118554)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_513	level1_106499 (taxid 1000177867)	
FCH3CGLCCXYL4FAA_NODE_514	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_515	3300010318_____Ga0136656_1000887 (taxid 1000733270)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_518	3300000052_____Draft_c141270 (taxid 1000078792)	Engineered;Biotransformation;Microbial solubilization of coal;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_520	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_522	3300005613_____Ga0074649_1004823 (taxid 1000414358)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_524	level1_102549 (taxid 1000099716)	
FCH3CGLCCXYL4FAA_NODE_525	3300005611_____Ga0074647_1001618 (taxid 1001096537)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_528	3300013137_____Ga0172375_10014372 (taxid 1000175406)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_529	3300006802_____Ga0070749_10000394 (taxid 1000434823)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_530	3300002835_____B570J40625_100003862 (taxid 1001178173)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_531	3300010299_____Ga0129342_1000329 (taxid 1000395180)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_532	level1_60554 (taxid 1000104439)	
FCH3CGLCCXYL4FAA_NODE_533	3300013005_____Ga0164292_10000577 (taxid 1000417025)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_534	3300006875_____Ga0075473_10000261 (taxid 1000686393)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_535	3300006802_____Ga0070749_10007456 (taxid 1000543863)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_536	3300005933_____Ga0075118_10001444 (taxid 1000781387)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_538	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_540	3300005805_____Ga0079957_1001136 (taxid 1000717152)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_543	3300007541_____Ga0099848_1000755 (taxid 1000634488)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_544	level2_74070 (taxid 1000921081)	
FCH3CGLCCXYL4FAA_NODE_545	3300011921_____Ga0120089_100097 (taxid 1000818833)	Environmental;Terrestrial;Geologic;Mine;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_546	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_547	3300009671_____Ga0123334_1000761 (taxid 1000141304)	Engineered;Bioreactor;Anaerobic;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_548	3300007165_____Ga0079302_1000309 (taxid 1001017618)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_549	3300005613_____Ga0074649_1010887 (taxid 1000872063)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_550	level2_69092 (taxid 1000473418)	
FCH3CGLCCXYL4FAA_NODE_551	level3_17970 (taxid 1000445578)	
FCH3CGLCCXYL4FAA_NODE_552	3300010370_____Ga0129336_10001000 (taxid 1000058515)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_553	3300005913_____Ga0075108_10000945 (taxid 1000560581)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_554	3300000929_____NpDRAFT_10007674 (taxid 1001003208)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_555	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_558	3300010370_____Ga0129336_10000386 (taxid 1000004689)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_559	3300006802_____Ga0070749_10002296 (taxid 1000476565)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_560	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_561	3300009183_____Ga0114974_10002855 (taxid 1000339352)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_562	3300013004_____Ga0164293_10004594 (taxid 1000774711)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_564	3300010368_____Ga0129324_10002832 (taxid 1000248993)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_565	3300005862_____Ga0080013_1001806 (taxid 1000344341)	
FCH3CGLCCXYL4FAA_NODE_568	3300003277_____JGI25908J49247_10002603 (taxid 1001069181)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_570	3300007609_____Ga0102945_1000141 (taxid 1000221190)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_571	3300005915_____Ga0075122_10001593 (taxid 1000150080)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_572	3300002466_____JGI10211J34971_10015084 (taxid 1000541006)	
FCH3CGLCCXYL4FAA_NODE_573	3300009432_____Ga0115005_10003522 (taxid 1000578205)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_574	3300009081_____Ga0105098_10000033 (taxid 1000066109)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_576	3300006802_____Ga0070749_10013105 (taxid 1001050123)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_577	3300000115_____DelMOSum2011_c10002872 (taxid 1000147222)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_579	3300013137_____Ga0172375_10014589 (taxid 1000179783)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_580	level2_57528 (taxid 1001095641)	
FCH3CGLCCXYL4FAA_NODE_582	level1_57690 (taxid 1000878366)	
FCH3CGLCCXYL4FAA_NODE_583	level2_22824 (taxid 1000672550)	
FCH3CGLCCXYL4FAA_NODE_584	3300003394_____JGI25907J50239_1000631 (taxid 1000248568)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_585	3300007344_____Ga0070745_1006809 (taxid 1000641444)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_586	level1_78895 (taxid 1000784782)	
FCH3CGLCCXYL4FAA_NODE_587	3300006790_____Ga0098074_1000371 (taxid 1000028140)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_588	3300019730_____Ga0194001_1000023 (taxid 1001088884)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_589	3300001605_____Draft_10002003 (taxid 1000965679)	Engineered;Wastewater;Industrial wastewater;Petrochemical;Engineered;
FCH3CGLCCXYL4FAA_NODE_590	3300013005_____Ga0164292_10000052 (taxid 1000381452)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_592	3300013131_____Ga0172373_10007922 (taxid 1001050689)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_593	3300005805_____Ga0079957_1001366 (taxid 1000718066)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_594	level2_20150 (taxid 1000635783)	
FCH3CGLCCXYL4FAA_NODE_595	3300007539_____Ga0099849_1000521 (taxid 1001190625)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_597	3300005613_____Ga0074649_1004994 (taxid 1000413480)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_598	3300017697_____Ga0180120_10000681 (taxid 1000241849)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_599	3300017950_____Ga0181607_10012557 (taxid 1000371828)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_600	3300009183_____Ga0114974_10000063 (taxid 1000337713)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_603	level1_23802 (taxid 1000428211)	
FCH3CGLCCXYL4FAA_NODE_605	3300009068_____Ga0114973_10001757 (taxid 1000501511)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_606	3300006639_____Ga0079301_1002832 (taxid 1000625339)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_607	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_608	level1_93829 (taxid 1000558587)	
FCH3CGLCCXYL4FAA_NODE_609	level1_61364 (taxid 1000081036)	
FCH3CGLCCXYL4FAA_NODE_610	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_611	3300005613_____Ga0074649_1010466 (taxid 1000873958)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_613	3300013004_____Ga0164293_10020169 (taxid 1000571776)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_614	3300007609_____Ga0102945_1001330 (taxid 1000201583)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_615	3300009149_____Ga0114918_10016812 (taxid 1000443766)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_617	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_618	3300005613_____Ga0074649_1003496 (taxid 1000394414)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_621	3300005805_____Ga0079957_1017006 (taxid 1000117702)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_622	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_623	3300018049_____Ga0181572_10006682 (taxid 1000315284)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_624	3300005581_____Ga0049081_10002825 (taxid 1001127451)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_625	3300010370_____Ga0129336_10000688 (taxid 1000007612)	Environmental;Aquatic;Marine;Coastal;Marine;
